REST,14050,14390,1,0
Tools selection,14711,14934,1,1
Adjust RIGHT hand pose,14934,15010,1,1
Localisation,15010,15115,1,1
Adjust BASE pose,15049,15121,1,1
Adjust BASE pose,15449,15494,1,1
Fail Exe,15412,15863,1,1
Execution,15115,16274,1,1
Tools selection,16274,16371,1,1
Adjust RIGHT hand pose,16371,16523,1,1
Localisation,16523,16637,1,1
Pick and place,16637,16718,1,1
Adjust BASE pose,16750,16842,1,1
Tools selection,16842,16925,1,2
Adjust LEFT hand pose,16925,17025,1,2
Adjust RIGHT hand pose,16818,17102,1,2
Adjust BASE pose,17153,17565,1,2
Localisation,17102,17600,1,2
Execution,17600,17862,1,2
Pick and place,17862,17978,1,2
Adjust BASE pose,18075,18207,1,3
Adjust LEFT hand pose,18250,18362,1,3
Adjust RIGHT hand pose,18362,18472,1,3
Localisation,18472,18513,1,3
Execution,18513,18864,1,3
Pick and place,18864,19077,1,3
Localisation,19077,19302,1,4
Pick and place,19302,19517,1,4
Adjust BASE pose,19593,19626,1,4
Localisation,19622,19790,1,4
Execution,19790,20487,1,4
Localisation,20487,20708,1,5
Fail Pick,20748,20954,1,5
Adjust BASE pose,21249,21581,1,5
Pick and place,20708,21881,1,5
Execution,21881,22298,1,5
Localisation,22298,22508,1,6
Pick and place,22508,22769,1,6
Tools selection,22769,22940,1,6
Adjust RIGHT hand pose,22940,23002,1,6
Adjust BASE pose,23218,23228,1,6
Localisation,23002,23299,1,6
Execution,23299,23452,1,6
Adjust RIGHT hand pose,23452,23589,1,6
Localisation,23589,23733,1,6
Execution,23733,23800,1,6
Tools selection,23800,23918,1,6
Adjust LEFT hand pose,23918,24022,1,6
Localisation,24022,24154,1,6
Execution,24154,26072,1,6
Tools selection,26072,26174,1,6
Adjust RIGHT hand pose,26174,26231,1,6
Localisation,26231,26272,1,6
Execution,26272,27091,1,6
Tools selection,27091,27296,1,5
Adjust LEFT hand pose,27287,27437,1,5
Adjust RIGHT hand pose,27296,27544,1,5
Localisation,27544,27614,1,5
Execution,27614,27712,1,5
REST,27831,27857,1,0
REST,37979,38004,2,0
Tools selection,37966,38202,2,1
Adjust RIGHT hand pose,38202,38290,2,1
Adjust BASE pose,38294,38378,2,1
Localisation,38290,38543,2,1
Fail Exe,38742,38940,2,1
Execution,38543,39527,2,1
Tools selection,39527,39625,2,1
Adjust RIGHT hand pose,39625,39777,2,1
Localisation,39777,39835,2,1
Pick and place,39835,39916,2,1
Adjust BASE pose,39943,40006,2,1
Adjust RIGHT hand pose,39916,40028,2,2
Tools selection,40028,40089,2,2
Adjust LEFT hand pose,40089,40195,2,2
Adjust BASE pose,40219,40375,2,2
Adjust BASE pose,40613,41130,2,2
Localisation,40195,41235,2,2
Execution,41235,41349,2,2
Adjust BASE pose,41424,41443,2,2
Fail Pick,41381,41491,2,2
Pick and place,41349,41546,2,2
Adjust BASE pose,41611,41787,2,3
Adjust LEFT hand pose,41651,41845,2,3
Localisation,41845,41926,2,3
Execution,41926,42691,2,3
Pick and place,42691,42869,2,3
Localisation,42869,43126,2,4
Pick and place,43126,43501,2,4
Execution,43501,44041,2,4
Localisation,44041,44153,2,5
Pick and place,44153,44289,2,5
Adjust BASE pose,44254,44335,2,5
Localisation,44335,44459,2,5
Pick and place,44459,44584,2,5
Adjust BASE pose,44623,44724,2,5
Adjust RIGHT hand pose,44723,44777,2,5
Localisation,44777,44822,2,5
Pick and place,44822,44926,2,5
Adjust BASE pose,44963,45025,2,5
Localisation,45021,45105,2,5
Pick and place,45105,45200,2,5
Execution,45105,45386,2,5
Localisation,45386,45524,2,6
Pick and place,45524,45829,2,6
Tools selection,45829,46002,2,6
Adjust RIGHT hand pose,46002,46070,2,6
Localisation,46070,46138,2,6
Execution,46138,47385,2,6
