Tools selection,7872,8005,1,1
Adjust RIGHT hand pose,8005,8167,1,1
Localisation,8167,8246,1,1
Execution,8246,8646,1,1
Adjust RIGHT hand pose,8646,8720,1,1
Localisation,8720,8874,1,1
Execution,8874,8957,1,1
Tools selection,8957,9050,1,1
Adjust RIGHT hand pose,9050,9159,1,1
Localisation,9159,9169,1,1
Pick and place,9169,9294,1,1
Adjust RIGHT hand pose,9294,9640,1,2
Adjust BASE pose,9618,9731,1,2
Localisation,9640,9749,1,2
Execution,9749,9814,1,2
Pick and place,9814,9960,1,2
Tools selection,9960,10184,1,3
Adjust BASE pose,10344,10371,1,3
Adjust LEFT hand pose,10184,10612,1,3
Localisation,10612,10863,1,3
Execution,10863,11032,1,3
Pick and place,11032,11083,1,3
REST,11185,11200,1,0
Tools selection,11267,11280,1,4
Adjust RIGHT hand pose,11280,11352,1,4
Localisation,11352,11382,1,4
Adjust BASE pose,11315,11504,1,4
Execution,11382,12130,1,4
Fail Pick,11382,12130,1,4
Tools selection,11382,12431,1,4
Adjust LEFT hand pose,12431,12487,1,4
Adjust BASE pose,12522,12579,1,4
Localisation,12487,12666,1,4
Fail Exe,12398,12842,1,4
Execution,12666,13044,1,4
Localisation,13044,13228,1,5
Pick and place,13228,13693,1,5
Localisation,13693,13894,1,5
Adjust RIGHT hand pose,13894,14119,1,5
Localisation,14119,14203,1,6
Pick and place,14203,14247,1,6
Tools selection,14416,14446,1,6
Adjust RIGHT hand pose,14446,14519,1,6
Localisation,14519,14718,1,6
Execution,14718,15079,1,6
Tools selection,15079,15143,1,5
Adjust LEFT hand pose,15143,15385,1,5
Localisation,15385,15432,1,5
Execution,15432,15518,1,5
REST,15710,15830,1,0
Tools selection,19487,19545,2,1
Adjust RIGHT hand pose,19545,19652,2,1
Localisation,19652,19689,2,1
Execution,19689,19846,2,1
Fail Tool,19846,19910,2,1
Adjust RIGHT hand pose,19910,19995,2,1
Localisation,19995,20269,2,1
Execution,20269,20507,2,1
Tools selection,20507,20608,2,1
Adjust RIGHT hand pose,20507,20727,2,1
Localisation,20727,20785,2,1
Pick and place,20727,20844,2,1
Adjust RIGHT hand pose,20844,21013,2,2
Adjust BASE pose,21013,21074,2,2
Localisation,21013,21131,2,2
Pick and place,21131,21368,2,2
Tools selection,21368,21458,2,3
Localisation,21458,21636,2,3
Pick and place,21636,21910,2,3
REST,22080,22081,2,0
Tools selection,22069,22134,2,4
Adjust RIGHT hand pose,22134,22210,2,4
Pick and place,22210,22457,2,4
Tools selection,22457,22508,2,4
Adjust LEFT hand pose,22457,22575,2,4
Adjust BASE pose,22558,22610,2,4
Localisation,22575,22634,2,4
Adjust RIGHT hand pose,22634,22698,2,4
Localisation,22698,22796,2,4
Execution,22796,22924,2,4
Pick and place,22924,23555,2,5
Adjust RIGHT hand pose,23555,23706,2,5
Pick and place,23785,23884,2,6
Tools selection,23884,23967,2,6
Adjust LEFT hand pose,23884,23992,2,6
Adjust RIGHT hand pose,23967,24017,2,6
Localisation,24017,24170,2,6
Execution,24170,24512,2,6
Tools selection,24512,24567,2,5
Adjust RIGHT hand pose,24567,24678,2,5
Localisation,24678,24700,2,5
Execution,24700,24746,2,5
REST,24940,24950,2,0
Tools selection,29020,29055,3,1
Adjust RIGHT hand pose,29055,29144,3,1
Localisation,29144,29250,3,1
Adjust RIGHT hand pose,29389,29484,3,1
Fail Exe,29224,29542,3,1
Localisation,29484,29598,3,1
Execution,29250,29814,3,1
Tools selection,29814,29899,3,1
Adjust RIGHT hand pose,29899,30006,3,1
Localisation,30006,30055,3,1
Pick and place,30055,30158,3,1
Adjust RIGHT hand pose,30158,30439,3,2
Localisation,30439,30477,3,2
